coordinate	declared_license_names	license_urls	license_evidence_coordinate	pom_sha256	verified_artifacts
org.apache.commons:commons-parent:69	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:31	d50da9c39bdca823d618d1b4a03b73f196497fcb8616fd0da727c8623592a9bb	commons-parent-69.pom
org.apache.commons:commons-parent:71	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:32	95b7be70f316ae4ca22f6fbdd08de2182e87cd874a650de7c3d3386a747a82a3	commons-parent-71.pom
org.apache.commons:commons-parent:72	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:33	4345debfc767b1aeac68abdd72fc67d18b521d4b390372a11b63ff0c586b2320	commons-parent-72.pom
org.apache.httpcomponents:httpclient:4.5.14	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.apache.httpcomponents:httpcomponents-client:4.5.14	f18355af4cf80a8a4ef04ebd742a47e90a7eaf080c725b2095dbc4fc5dbdefb7	httpclient-4.5.14.jar | httpclient-4.5.14.pom
org.apache.httpcomponents:httpclient:4.5.6	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.apache.httpcomponents:httpcomponents-client:4.5.6	7efc1241e73e7fbb268bfd33242d11ebd3ca07061d7d85f2962dc32a0f0b8855	httpclient-4.5.6.jar | httpclient-4.5.6.pom
org.apache.httpcomponents:httpcomponents-client:4.5.14	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.apache.httpcomponents:httpcomponents-client:4.5.14	5bad1de4f101447659f89d089868ccbad64a68cc503d2d65410b51f6904aa061	httpcomponents-client-4.5.14.pom
org.apache.httpcomponents:httpcomponents-client:4.5.6	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.apache.httpcomponents:httpcomponents-client:4.5.6	b042b41f2391edb00d35f7f4e509aed2123648c1d246ce58d0f7b905c9fe1f73	httpcomponents-client-4.5.6.pom
org.apache.httpcomponents:httpcomponents-core:4.4.16	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.apache.httpcomponents:httpcomponents-core:4.4.16	f2d75a2c2d423ad18539bf21656d56f88a4091944a662fcaf159d5ae283db7f7	httpcomponents-core-4.4.16.pom
org.apache.httpcomponents:httpcomponents-parent:10	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:18	caaf967d94afb21753f36082c6086206bd1f48825ff596932cceba72b65d39fa	httpcomponents-parent-10.pom
org.apache.httpcomponents:httpcomponents-parent:11	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:21	a901f87b115c55070c7ee43efff63e20e7b02d30af2443ae292bf1f4e532d3aa	httpcomponents-parent-11.pom
org.apache.httpcomponents:httpcore:4.4.16	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.apache.httpcomponents:httpcomponents-core:4.4.16	3cbad849b35dacfe6cec31adada2c623c026c3261141b0d26eec7e399c6cd7fa	httpcore-4.4.16.jar | httpcore-4.4.16.pom
org.apache.httpcomponents:httpmime:4.5.6	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.apache.httpcomponents:httpcomponents-client:4.5.6	dfbfd6ffe2a784ca9817c46365aa7f8a578320b805bde39d6f55a0b09d8aa8ca	httpmime-4.5.6.jar | httpmime-4.5.6.pom
org.bitbucket.b_c:jose4j:0.9.5	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.bitbucket.b_c:jose4j:0.9.5	bad024180a1b469cbd94e5f2db12841bcac5443d9545607f673cfde677c1d872	jose4j-0.9.5.jar | jose4j-0.9.5.pom
org.bouncycastle:bcpkix-jdk18on:1.79	Bouncy Castle Licence	https://www.bouncycastle.org/licence.html	org.bouncycastle:bcpkix-jdk18on:1.79	35e49f4134de2ac326c3a50a25762cbb4db56f3802fa3f730cc85b653ad0987b	bcpkix-jdk18on-1.79.jar | bcpkix-jdk18on-1.79.pom
org.bouncycastle:bcprov-jdk18on:1.79	Bouncy Castle Licence	https://www.bouncycastle.org/licence.html	org.bouncycastle:bcprov-jdk18on:1.79	d8f1a06b149d746e9d98de54e2f7aa9b2eb613fb35ca67d8ae396ceaac661ee4	bcprov-jdk18on-1.79.jar | bcprov-jdk18on-1.79.pom
org.bouncycastle:bcutil-jdk18on:1.79	Bouncy Castle Licence	https://www.bouncycastle.org/licence.html	org.bouncycastle:bcutil-jdk18on:1.79	e24c1fb4cf1605405a6988e9e4d6e4b2e1f4393fc73a89a9452ae625ee311d02	bcutil-jdk18on-1.79.jar | bcutil-jdk18on-1.79.pom
org.checkerframework:checker-qual:2.5.8	The MIT License	http://opensource.org/licenses/MIT	org.checkerframework:checker-qual:2.5.8	33ac6a0f1341ae96647c7d4465f4aa3d24fe97d2697bcee2ceae6fc8b5ef2c3c	checker-qual-2.5.8.pom
org.checkerframework:checker-qual:3.33.0	The MIT License	http://opensource.org/licenses/MIT	org.checkerframework:checker-qual:3.33.0	f55a922027a78fdd8b3ea15a0d8bfe3fec6a5ceac30c86aa8afa4a5b9b0df603	checker-qual-3.33.0.jar | checker-qual-3.33.0.module
org.checkerframework:checker-qual:3.42.0	The MIT License	http://opensource.org/licenses/MIT	org.checkerframework:checker-qual:3.42.0	bf5fcaab272f54cbcf1bbe77c3bd963c821c9abad2058708bf0bed3c875494ca	checker-qual-3.42.0.jar | checker-qual-3.42.0.module
org.checkerframework:checker-qual:3.43.0	The MIT License	http://opensource.org/licenses/MIT	org.checkerframework:checker-qual:3.43.0	9313bf53b3efd8aaca266eea8b96e307976b65c0b16510cc6f02319fbaebed43	checker-qual-3.43.0.jar | checker-qual-3.43.0.module
org.codehaus.groovy:groovy:3.0.22	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.codehaus.groovy:groovy:3.0.22	51b731e5cff121efd6d320f4a801cd616869c5bed4e9c0e353b29060b1d2355f	groovy-3.0.22.jar | groovy-3.0.22.pom
org.codehaus.mojo:animal-sniffer-annotations:1.23	MIT license	https://spdx.org/licenses/MIT.txt	org.codehaus.mojo:animal-sniffer-parent:1.23	5610db06b733641acbc7a0c48a80c40069db627bad043f8c7c8d7afb4f6a3d27	animal-sniffer-annotations-1.23.jar | animal-sniffer-annotations-1.23.pom
org.codehaus.mojo:animal-sniffer-annotations:1.24	MIT license	https://spdx.org/licenses/MIT.txt	org.codehaus.mojo:animal-sniffer-parent:1.24	88484f60a6ad4238a97febacf2b333e9e08c178b8f180a05a3edbff4a38a836e	animal-sniffer-annotations-1.24.jar | animal-sniffer-annotations-1.24.pom
org.codehaus.mojo:animal-sniffer-parent:1.23	MIT license	https://spdx.org/licenses/MIT.txt	org.codehaus.mojo:animal-sniffer-parent:1.23	6b7f054ab86a87f8e2599f35808b0989922e86b6cab13988021cd12640a4b404	animal-sniffer-parent-1.23.pom
org.codehaus.mojo:animal-sniffer-parent:1.24	MIT license	https://spdx.org/licenses/MIT.txt	org.codehaus.mojo:animal-sniffer-parent:1.24	49ddab43c8361dc2ef0c1ff87cb590fa7231702ab9f62e26d512dc18a1f1cd04	animal-sniffer-parent-1.24.pom
org.codehaus.mojo:mojo-parent:74	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.codehaus.mojo:mojo-parent:74	1472325a16f0b1bdabed21fa4839372964944610294ce2681b2059edc654f2b3	mojo-parent-74.pom
org.codehaus.mojo:mojo-parent:84	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.codehaus.mojo:mojo-parent:84	2fe510618b2f60fcd5f2fb82bc4b2c2c344048d74f30be719fcb86829ee8ac30	mojo-parent-84.pom
org.eclipse.ee4j:project:1.0.2	Eclipse Public License v. 2.0 | GNU General Public License, version 2 with the GNU Classpath Exception	https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt | https://www.gnu.org/software/classpath/license.html	org.eclipse.ee4j:project:1.0.2	7495a07a797e88e43c3bc1a87421bd8b1fc55e32291fa18e4e32d8031ddc873f	project-1.0.2.pom
org.eclipse.ee4j:project:1.0.5	Eclipse Public License v. 2.0 | GNU General Public License, version 2 with the GNU Classpath Exception	https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt | https://www.gnu.org/software/classpath/license.html	org.eclipse.ee4j:project:1.0.5	916b4794d8d8220a59a3fdf6a64dbe794aeb23395e888b81ae36a9b5a2c591a6	project-1.0.5.pom
org.eclipse.ee4j:project:1.0.6	Eclipse Public License v. 2.0 | GNU General Public License, version 2 with the GNU Classpath Exception	https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt | https://www.gnu.org/software/classpath/license.html	org.eclipse.ee4j:project:1.0.6	4e7d8329d8da7dcf30779d824241be145f27108932f5a5a24eb907677bc8d72d	project-1.0.6.pom
org.glassfish.jaxb:jaxb-bom:2.3.2	Eclipse Public License v. 2.0 | GNU General Public License, version 2 with the GNU Classpath Exception	https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt | https://www.gnu.org/software/classpath/license.html	org.eclipse.ee4j:project:1.0.5	a1018bb54678ed9f5acb2f7a4084e385ff510201f4e9dbf5f75dc6a675f66be7	jaxb-bom-2.3.2.pom
org.glassfish.jaxb:jaxb-runtime:2.3.2	Eclipse Distribution License - v 1.0	http://www.eclipse.org/org/documents/edl-v10.php	com.sun.xml.bind.mvn:jaxb-parent:2.3.2	9448a5ad7fa68a6083dfbe4f42c8c83e082b9202a105401fc68e944c26548b34	jaxb-runtime-2.3.2.jar | jaxb-runtime-2.3.2.pom
org.glassfish.jaxb:txw2:2.3.2	Eclipse Distribution License - v 1.0	http://www.eclipse.org/org/documents/edl-v10.php	com.sun.xml.bind.mvn:jaxb-parent:2.3.2	a79dd002fb038183ff286a2635be2e68c103b87e0e64717d8d44bfd017fd33ea	txw2-2.3.2.jar | txw2-2.3.2.pom
org.hamcrest:hamcrest-core:1.3	New BSD License	http://www.opensource.org/licenses/bsd-license.php	org.hamcrest:hamcrest-parent:1.3	fde386a7905173a1b103de6ab820727584b50d0e32282e2797787c20a64ffa93	hamcrest-core-1.3.jar | hamcrest-core-1.3.pom
org.hamcrest:hamcrest-integration:1.3	New BSD License	http://www.opensource.org/licenses/bsd-license.php	org.hamcrest:hamcrest-parent:1.3	42f0be9bf98c12dacdcb99dd141d83d4dc5bb7c37a6f26684cd3ff2287667fba	hamcrest-integration-1.3.jar | hamcrest-integration-1.3.pom
org.hamcrest:hamcrest-library:1.3	New BSD License	http://www.opensource.org/licenses/bsd-license.php	org.hamcrest:hamcrest-parent:1.3	1ceb4bfb0f098ae29b935044b2363e11323313fe3ed2055df8b79737d5056277	hamcrest-library-1.3.jar | hamcrest-library-1.3.pom
org.hamcrest:hamcrest-parent:1.3	New BSD License	http://www.opensource.org/licenses/bsd-license.php	org.hamcrest:hamcrest-parent:1.3	6d535f94efb663bdb682c9f27a50335394688009642ba7a9677504bc1be4129b	hamcrest-parent-1.3.pom
org.jacoco:org.jacoco.agent:0.8.14	EPL-2.0	https://www.eclipse.org/legal/epl-2.0/	org.jacoco:org.jacoco.build:0.8.14	943e77ed5ccb99aeeb3fe5643fea5a636f6f828e3958f8605f426ddc9afab8c9	org.jacoco.agent-0.8.14.jar | org.jacoco.agent-0.8.14.pom
org.jacoco:org.jacoco.ant:0.8.14	EPL-2.0	https://www.eclipse.org/legal/epl-2.0/	org.jacoco:org.jacoco.build:0.8.14	2fc8e4b542163feef345eb59e898bcebdee16f65df40303032d92062427b15a5	org.jacoco.ant-0.8.14.jar | org.jacoco.ant-0.8.14.pom
org.jacoco:org.jacoco.build:0.8.14	EPL-2.0	https://www.eclipse.org/legal/epl-2.0/	org.jacoco:org.jacoco.build:0.8.14	87d059b35849df97779148fd7e52f63f1fcd03a4e7e64c2a61a6c9cce61a8de7	org.jacoco.build-0.8.14.pom
org.jacoco:org.jacoco.core:0.8.14	EPL-2.0	https://www.eclipse.org/legal/epl-2.0/	org.jacoco:org.jacoco.build:0.8.14	7b75bae2c1779af544369833afe1d68f5a3955e91d166cb19dff886534b1ad6c	org.jacoco.core-0.8.14.jar | org.jacoco.core-0.8.14.pom
org.jacoco:org.jacoco.report:0.8.14	EPL-2.0	https://www.eclipse.org/legal/epl-2.0/	org.jacoco:org.jacoco.build:0.8.14	e2ebf2c580f86afa7f75f43a28109dd894c42463928bc9911777e35275108e58	org.jacoco.report-0.8.14.jar | org.jacoco.report-0.8.14.pom
org.jdom:jdom2:2.0.6	Similar to Apache License but with the acknowledgment clause removed	https://raw.github.com/hunterhacker/jdom/master/LICENSE.txt	org.jdom:jdom2:2.0.6	47b23a79fe336b741b82434c6e049d68165256e405e75c10921fd72fa8a65d8d	jdom2-2.0.6.jar | jdom2-2.0.6.pom
org.jetbrains:annotations:13.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains:annotations:13.0	965aeb2bedff369819bdde1bf7a0b3b89b8247dd69c88b86375d76163bb8c397	annotations-13.0.jar | annotations-13.0.pom
org.jetbrains:annotations:23.0.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains:annotations:23.0.0	c9490f655132328df2cfbcfdf743f53fc3916d6c1d10437175a6ca6e3a67771c	annotations-23.0.0.jar | annotations-23.0.0.pom
org.jetbrains.kotlin:abi-tools:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:abi-tools:2.3.21	e2c00f01274b6f4645a728a4c6e4a90a7c9d46394096a30326f7c31af09567b3	abi-tools-2.3.21.jar | abi-tools-2.3.21.pom
org.jetbrains.kotlin:abi-tools-api:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:abi-tools-api:2.3.21	7395788baca82921694d2661f4bea6737d9e78545b3b56aba624100e0505d8c2	abi-tools-api-2.3.21.jar | abi-tools-api-2.3.21.pom
org.jetbrains.kotlin:compose-compiler-gradle-plugin:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:compose-compiler-gradle-plugin:2.3.21	c927d7c4470d22bc585374c6056c7dcea5b386507dc4540c1c988b9fb259976c	compose-compiler-gradle-plugin-2.3.21-gradle813.jar | compose-compiler-gradle-plugin-2.3.21.module
org.jetbrains.kotlin:compose-group-mapping:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:compose-group-mapping:2.3.21	1e7d2113e5c35937e148f1419a86ec22c22bd139c428a6f6d2d3b6ab93859112	compose-group-mapping-2.3.21.jar | compose-group-mapping-2.3.21.pom
org.jetbrains.kotlin:fus-statistics-gradle-plugin:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:fus-statistics-gradle-plugin:2.3.21	058dcdd23680142c676a5ecbcc20c548f9ae0b20f00fcf9419b9cb00371173ba	fus-statistics-gradle-plugin-2.3.21-gradle813.jar | fus-statistics-gradle-plugin-2.3.21.module
org.jetbrains.kotlin:kotlin-bom:1.8.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-bom:1.8.0	681f9878548c0a149c678092fd8b1f4cc7c5c41ba1b24397101c1073a6c76dda	kotlin-bom-1.8.0.pom
org.jetbrains.kotlin:kotlin-build-statistics:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-build-statistics:2.3.21	76337de7640775dbbb6c08662bebe107551e0bb52cda71b5c5893c315bb3a55a	kotlin-build-statistics-2.3.21.jar | kotlin-build-statistics-2.3.21.pom
org.jetbrains.kotlin:kotlin-build-tools-api:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-build-tools-api:2.3.21	71f8a5ff3e40e719104f5330e283320e19d858834ef92d12bfa0d066dbc371d7	kotlin-build-tools-api-2.3.21.jar | kotlin-build-tools-api-2.3.21.pom
org.jetbrains.kotlin:kotlin-build-tools-compat:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-build-tools-compat:2.3.21	800df065082ddcd8495d0bcd4fa105d2e5d80c9d7ceb851a47c0a244510479ab	kotlin-build-tools-compat-2.3.21.jar | kotlin-build-tools-compat-2.3.21.pom
org.jetbrains.kotlin:kotlin-build-tools-cri-impl:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-build-tools-cri-impl:2.3.21	67553bcb21e9c1167700ec3277ac7fab972e6b2b368f95bf6d467e0464dbda33	kotlin-build-tools-cri-impl-2.3.21.jar | kotlin-build-tools-cri-impl-2.3.21.pom
org.jetbrains.kotlin:kotlin-build-tools-impl:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-build-tools-impl:2.3.21	d05f6323c17f961868956831f9d5afad311035b18c3f543ffd2f3c846693d952	kotlin-build-tools-impl-2.3.21.jar | kotlin-build-tools-impl-2.3.21.pom
org.jetbrains.kotlin:kotlin-compiler-embeddable:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-compiler-embeddable:2.3.21	9523c8feadcb17f42d04ffa97fe2a9c08e5db18f090f6db903dca5c36c7ae5c4	kotlin-compiler-embeddable-2.3.21.jar | kotlin-compiler-embeddable-2.3.21.pom
org.jetbrains.kotlin:kotlin-compiler-runner:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-compiler-runner:2.3.21	1fa5485ee9cccc8e93399534b1c52a075fcd463d69a229c9caa601cc091dc288	kotlin-compiler-runner-2.3.21.jar | kotlin-compiler-runner-2.3.21.pom
org.jetbrains.kotlin:kotlin-compose-compiler-plugin-embeddable:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-compose-compiler-plugin-embeddable:2.3.21	fdcd3a42361f9e9a303e7cd09857e5c149f9a1586ccdbe6a63a01bbf3479b0da	kotlin-compose-compiler-plugin-embeddable-2.3.21.jar | kotlin-compose-compiler-plugin-embeddable-2.3.21.pom
org.jetbrains.kotlin:kotlin-daemon-client:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-daemon-client:2.3.21	d70aa131e10d9c40d44ffb3d88c85cac54a64a30542179f847f803ec71ae1bad	kotlin-daemon-client-2.3.21.jar | kotlin-daemon-client-2.3.21.pom
org.jetbrains.kotlin:kotlin-daemon-embeddable:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-daemon-embeddable:2.3.21	f5c57776c5ec3504a416364164600b0cbe85ebea8f16ebef607eadaf0fd6bf43	kotlin-daemon-embeddable-2.3.21.jar | kotlin-daemon-embeddable-2.3.21.pom
org.jetbrains.kotlin:kotlin-gradle-plugin:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-gradle-plugin:2.3.21	6a6e2fe71c9832d0f66be768e20228ce02525149ea92f2742b66125e397a58c9	kotlin-gradle-plugin-2.3.21-gradle813.jar | kotlin-gradle-plugin-2.3.21.module
org.jetbrains.kotlin:kotlin-gradle-plugin-annotations:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-gradle-plugin-annotations:2.3.21	0a6e00b610572df19eeb4860b23ce1c943897d286a7def4b3e0de7aa08be280c	kotlin-gradle-plugin-annotations-2.3.21.jar | kotlin-gradle-plugin-annotations-2.3.21.pom
org.jetbrains.kotlin:kotlin-gradle-plugin-api:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-gradle-plugin-api:2.3.21	53c65b6fb2b81df3bbd76c1694aff721251131a45b58f10924ba4b6c1ae25437	kotlin-gradle-plugin-api-2.3.21-gradle813.jar | kotlin-gradle-plugin-api-2.3.21.module
org.jetbrains.kotlin:kotlin-gradle-plugin-idea:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-gradle-plugin-idea:2.3.21	49ea4b7757e893762e75c2978fbdc0f24ba3521a94ee7113738f62854a030b91	kotlin-gradle-plugin-idea-2.3.21.jar | kotlin-gradle-plugin-idea-2.3.21.module
org.jetbrains.kotlin:kotlin-gradle-plugin-idea-proto:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-gradle-plugin-idea-proto:2.3.21	74c9611702df8cb3a0a511817c1590feee73d2d2084131ee78b62084b4d88291	kotlin-gradle-plugin-idea-proto-2.3.21.jar | kotlin-gradle-plugin-idea-proto-2.3.21.pom
org.jetbrains.kotlin:kotlin-gradle-plugins-bom:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-gradle-plugins-bom:2.3.21	7adf21d36e9376ad445089e191a7715c9ab1f9503a23124094641d84ee5fcb7d	kotlin-gradle-plugins-bom-2.3.21.module | kotlin-gradle-plugins-bom-2.3.21.pom
org.jetbrains.kotlin:kotlin-klib-abi-reader:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-klib-abi-reader:2.3.21	6c34f3a5bc36f3fd99206d2ae1abb734fe2254881aeacf291541e6abca8894b7	kotlin-klib-abi-reader-2.3.21.jar | kotlin-klib-abi-reader-2.3.21.pom
org.jetbrains.kotlin:kotlin-klib-commonizer-api:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-klib-commonizer-api:2.3.21	74d0b9ba2bb0b42a4c8d64c6a2a2730511ec62eb69036ae4ab19d7dab54b0baf	kotlin-klib-commonizer-api-2.3.21.jar | kotlin-klib-commonizer-api-2.3.21.pom
org.jetbrains.kotlin:kotlin-klib-commonizer-embeddable:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-klib-commonizer-embeddable:2.3.21	ef906c5f8a8f95007caa1510a46043424cc73ab7f5f82243c2ef85b6e88ddf30	kotlin-klib-commonizer-embeddable-2.3.21.jar | kotlin-klib-commonizer-embeddable-2.3.21.pom
org.jetbrains.kotlin:kotlin-metadata-jvm:2.2.0	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-metadata-jvm:2.2.0	55abfa46dacefa103160cc04e0c51e560aba0ca232003fdbcfb4ed8cdd399b45	kotlin-metadata-jvm-2.2.0.jar | kotlin-metadata-jvm-2.2.0.pom
org.jetbrains.kotlin:kotlin-metadata-jvm:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-metadata-jvm:2.3.21	83b7ab0b0123e7b1428a3d5f74dc151e904a10c8cd32063991a606508bc21e80	kotlin-metadata-jvm-2.3.21.jar | kotlin-metadata-jvm-2.3.21.pom
org.jetbrains.kotlin:kotlin-native-utils:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-native-utils:2.3.21	b9125d725ef4fd78fc2f4a4b7351bf6a94bc1bb39e653f69faee28d85807f27d	kotlin-native-utils-2.3.21.jar | kotlin-native-utils-2.3.21.pom
org.jetbrains.kotlin:kotlin-reflect:1.6.10	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-reflect:1.6.10	57905524274a00ae028aaccc27283f6bc5925a934a046c1cc5d06c8ee4d6d5a9	kotlin-reflect-1.6.10.jar | kotlin-reflect-1.6.10.pom
org.jetbrains.kotlin:kotlin-reflect:1.8.21	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-reflect:1.8.21	39d78db33222cdbb32b618c7c5223d4457cc19742856d116a85090e4a96f623a	kotlin-reflect-1.8.21.jar | kotlin-reflect-1.8.21.pom
org.jetbrains.kotlin:kotlin-reflect:2.0.10	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-reflect:2.0.10	3666cd411f81ef8e2764bd971e1cf1e5b7622a60c8353013bb54c9759255f75d	kotlin-reflect-2.0.10.jar | kotlin-reflect-2.0.10.pom
org.jetbrains.kotlin:kotlin-reflect:2.2.10	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-reflect:2.2.10	ae46614906414404cefc41a467435205d6dee67a2390598328a639ad2bacbd11	kotlin-reflect-2.2.10.jar | kotlin-reflect-2.2.10.pom
org.jetbrains.kotlin:kotlin-reflect:2.2.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-reflect:2.2.21	e5ab6b10560a5a52562c35cdbe71ddbe427d51eb5bfc701dcd4f6b949bd9e03f	kotlin-reflect-2.2.21.jar | kotlin-reflect-2.2.21.pom
org.jetbrains.kotlin:kotlin-script-runtime:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-script-runtime:2.3.21	2cf5d1123d8a628bcc5ee74f5b07b08c55a87ad4e9c91e13db83bb5a2ff6aa2d	kotlin-script-runtime-2.3.21.jar | kotlin-script-runtime-2.3.21.pom
org.jetbrains.kotlin:kotlin-scripting-common:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-scripting-common:2.3.21	becd6a484160fe137f06d76d35f95b6776fa09ae6f751e5394e69359aee2f5f6	kotlin-scripting-common-2.3.21.jar | kotlin-scripting-common-2.3.21.pom
org.jetbrains.kotlin:kotlin-scripting-compiler-embeddable:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-scripting-compiler-embeddable:2.3.21	f1a4f2161d9f3d42c9ac4ecb9b9cee2a199036813509d5b5a4ff39a11cbb9fe3	kotlin-scripting-compiler-embeddable-2.3.21.jar | kotlin-scripting-compiler-embeddable-2.3.21.pom
org.jetbrains.kotlin:kotlin-scripting-compiler-impl-embeddable:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-scripting-compiler-impl-embeddable:2.3.21	2f7c24ad5e82e2db5db5da8dc070ee6fc0f56c20e990639a54ca69076bce3e6d	kotlin-scripting-compiler-impl-embeddable-2.3.21.jar | kotlin-scripting-compiler-impl-embeddable-2.3.21.pom
org.jetbrains.kotlin:kotlin-scripting-jvm:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-scripting-jvm:2.3.21	580b2c9857f3a662c53a3deb4851d7a1afa3bd5f4abbe9905f5b55fb5221f816	kotlin-scripting-jvm-2.3.21.jar | kotlin-scripting-jvm-2.3.21.pom
