coordinate	declared_license_names	license_urls	license_evidence_coordinate	pom_sha256	verified_artifacts
com.sun.activation:all:1.2.1	EDL 1.0	http://www.eclipse.org/org/documents/edl-v10.php	com.sun.activation:all:1.2.1	360883bf64486ecef161b8f282f6503536dd1a670d53a0a871c8fb20170e6795	all-1.2.1.pom
com.sun.istack:istack-commons:3.0.8	Eclipse Distribution License - v 1.0	http://www.eclipse.org/org/documents/edl-v10.php	com.sun.istack:istack-commons:3.0.8	a0f0517e8512f0fbcc7b8295c12f6566a3d0c2d86d655639dc662ef8c0c7ebe5	istack-commons-3.0.8.pom
com.sun.istack:istack-commons-runtime:3.0.8	Eclipse Distribution License - v 1.0	http://www.eclipse.org/org/documents/edl-v10.php	com.sun.istack:istack-commons:3.0.8	c2e014d34cb84ed287d064986c45c305a4124228a7337eccf6c421d14d708f1c	istack-commons-runtime-3.0.8.jar | istack-commons-runtime-3.0.8.pom
com.sun.xml.bind:jaxb-bom-ext:2.3.2	Eclipse Public License v. 2.0 | GNU General Public License, version 2 with the GNU Classpath Exception	https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt | https://www.gnu.org/software/classpath/license.html	org.eclipse.ee4j:project:1.0.5	1a7dec2b27e7e055744cdb8cf1b90def4fd473acd1b804eff098139358959bd7	jaxb-bom-ext-2.3.2.pom
com.sun.xml.bind.mvn:jaxb-parent:2.3.2	Eclipse Distribution License - v 1.0	http://www.eclipse.org/org/documents/edl-v10.php	com.sun.xml.bind.mvn:jaxb-parent:2.3.2	20dd6dc34ab7549ac40da1d82e92222ec4347ad0ec0cb118ef6c5703bed53a18	jaxb-parent-2.3.2.pom
com.sun.xml.bind.mvn:jaxb-runtime-parent:2.3.2	Eclipse Distribution License - v 1.0	http://www.eclipse.org/org/documents/edl-v10.php	com.sun.xml.bind.mvn:jaxb-parent:2.3.2	b24f8d51f184a68bc1b86d48c0e3cfefeb21a44ede1c5f7303c58ae0488533ec	jaxb-runtime-parent-2.3.2.pom
com.sun.xml.bind.mvn:jaxb-txw-parent:2.3.2	Eclipse Distribution License - v 1.0	http://www.eclipse.org/org/documents/edl-v10.php	com.sun.xml.bind.mvn:jaxb-parent:2.3.2	b55d3efa9b158f483a30e92c78ccb600f93314733d089eba9b74436f01b314a4	jaxb-txw-parent-2.3.2.pom
com.sun.xml.fastinfoset:FastInfoset:1.2.16	Apache License, Version 2.0 | Eclipse Distribution License - v 1.0	http://www.opensource.org/licenses/apache2.0.php | http://www.eclipse.org/org/documents/edl-v10.php	com.sun.xml.fastinfoset:fastinfoset-project:1.2.16	e147d258ab6e6691f70599a952400e6e6c7558f8c9c028dbe1be23178308e830	FastInfoset-1.2.16.jar | FastInfoset-1.2.16.pom
com.sun.xml.fastinfoset:fastinfoset-project:1.2.16	Apache License, Version 2.0 | Eclipse Distribution License - v 1.0	http://www.opensource.org/licenses/apache2.0.php | http://www.eclipse.org/org/documents/edl-v10.php	com.sun.xml.fastinfoset:fastinfoset-project:1.2.16	90582425adc1f40b41362dafb95173931225acaa5e79620d5e6bd52f646292ba	fastinfoset-project-1.2.16.pom
commons-codec:commons-codec:1.15	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:23	c86ee198a35a3715487860f419cbf642e7e4d9e8714777947dbe6a4e3a20ab58	commons-codec-1.15.jar | commons-codec-1.15.pom
commons-codec:commons-codec:1.17.1	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:32	7fa0db4d8150daf932958b8aea89ee24abb4d18e2316a5de535278fc131512a0	commons-codec-1.17.1.jar | commons-codec-1.17.1.pom
commons-io:commons-io:2.16.1	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:31	5777d292251c7895c04a4c57015683ec3b353a12486c9b3e7178e9b0b3c38fff	commons-io-2.16.1.jar | commons-io-2.16.1.pom
commons-logging:commons-logging:1.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:13	c91ab5aa570d86f6fd07cc158ec6bc2c50080402972ee9179fe24100739fbb20	commons-logging-1.2.jar | commons-logging-1.2.pom
io.github.java-diff-utils:java-diff-utils:4.12	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	io.github.java-diff-utils:java-diff-utils-parent:4.12	c26e097edc8ec6805d1319817d23d4e496cc1015cc55dc5202112d8f6a9165fc	java-diff-utils-4.12.jar | java-diff-utils-4.12.pom
io.github.java-diff-utils:java-diff-utils-parent:4.12	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	io.github.java-diff-utils:java-diff-utils-parent:4.12	d811cf9f118cc2cad130c9427ad55c174d4c0a6f1a00ac1ae1c9bcbec5c44b19	java-diff-utils-parent-4.12.pom
io.grpc:grpc-api:1.57.2	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-api:1.57.2	c7df4551a64f0282a766e809514d4238450a7429055f9c7718881d16a310a026	grpc-api-1.57.2.jar | grpc-api-1.57.2.pom
io.grpc:grpc-api:1.69.1	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-api:1.69.1	beaf2e475d5c45d0634d4d324bf84db2a8d6a92922971e6f7dc27e851c42907f	grpc-api-1.69.1.jar | grpc-api-1.69.1.pom
io.grpc:grpc-context:1.27.2	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-context:1.27.2	0f212b14ebd834cbed9bd8869a5d6c9c1798eceb512c7fcc28da89f6f8a4edd8	grpc-context-1.27.2.pom
io.grpc:grpc-context:1.57.2	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-context:1.57.2	8927f77d6381e24487682708196a6ca728368b8fd7cebb104fd9324b6b124917	grpc-context-1.57.2.jar | grpc-context-1.57.2.pom
io.grpc:grpc-context:1.69.1	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-context:1.69.1	6de29bceab25a1bd0be11eea8468d0e3f1c0c476d0a533215b4fde1c8284b570	grpc-context-1.69.1.jar | grpc-context-1.69.1.pom
io.grpc:grpc-core:1.57.2	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-core:1.57.2	0a97201afe17874f035f8a25ffb970678e49aadf2992c7d97c6ff9fb1d5da211	grpc-core-1.57.2.jar | grpc-core-1.57.2.pom
io.grpc:grpc-core:1.69.1	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-core:1.69.1	968098f4a8451bbcd3d7b88c6a8ab5b7a74ef80dfdee7a6052f352fff783b2c5	grpc-core-1.69.1.jar | grpc-core-1.69.1.pom
io.grpc:grpc-netty:1.57.2	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-netty:1.57.2	8b12161cf2aacfbf398fb5afc3b0d73a21af206ba50c3d8f7bf4f6c4b375ebf8	grpc-netty-1.57.2.jar | grpc-netty-1.57.2.pom
io.grpc:grpc-netty:1.69.1	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-netty:1.69.1	8f06650cc91428cc513111bfebbeabf79994185d72444b02e5dfaca38be43714	grpc-netty-1.69.1.jar | grpc-netty-1.69.1.pom
io.grpc:grpc-protobuf:1.57.2	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-protobuf:1.57.2	c5e2292802053977f04610b170484a9a1ea6af1541c144b27d18840ac544fa9d	grpc-protobuf-1.57.2.jar | grpc-protobuf-1.57.2.pom
io.grpc:grpc-protobuf:1.69.1	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-protobuf:1.69.1	bf4ca76d2ace44d9694714fbcf3fd729c98ef2e5863ab920a483c052a22f4423	grpc-protobuf-1.69.1.jar | grpc-protobuf-1.69.1.pom
io.grpc:grpc-protobuf-lite:1.57.2	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-protobuf-lite:1.57.2	60778c1ea407a3ba0a7f0f09df099e8272278e8abc29822c9cf50e1a052f1b75	grpc-protobuf-lite-1.57.2.jar | grpc-protobuf-lite-1.57.2.pom
io.grpc:grpc-protobuf-lite:1.69.1	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-protobuf-lite:1.69.1	263f1f844d756c15db5fab8869965e33722b3f4fe907fe1c885a90e046461731	grpc-protobuf-lite-1.69.1.jar | grpc-protobuf-lite-1.69.1.pom
io.grpc:grpc-services:1.57.2	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-services:1.57.2	747601a03a58a18979819ac52ceffc586b8f9c6a6b422e1723f326af48813eb9	grpc-services-1.57.2.jar | grpc-services-1.57.2.pom
io.grpc:grpc-stub:1.57.2	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-stub:1.57.2	2159e614a8794775eb98e2e1c85834ab4e5911be1c4a75c7163a993e9c892bac	grpc-stub-1.57.2.jar | grpc-stub-1.57.2.pom
io.grpc:grpc-stub:1.69.1	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-stub:1.69.1	f5ad8157ec40d8a2347632965d6a03d18a48ad4625f32eb64b37a7a470ce53bb	grpc-stub-1.69.1.jar | grpc-stub-1.69.1.pom
io.grpc:grpc-util:1.69.1	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.grpc:grpc-util:1.69.1	d20d3468cb74d56be55ed3d46f63ca38ee4bca0918d9aad7277a448f6e07a5b4	grpc-util-1.69.1.jar | grpc-util-1.69.1.pom
io.netty:netty-buffer:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	710ac19cc01cd80df6be9a3faad3c222b4a1a32f4b55137be07b6099d5da3562	netty-buffer-4.1.110.Final.jar | netty-buffer-4.1.110.Final.pom
io.netty:netty-buffer:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	83fbc54e2b73b86d55b208f618d1a2a156910ec146f7ece57565007b750add78	netty-buffer-4.1.93.Final.jar | netty-buffer-4.1.93.Final.pom
io.netty:netty-codec:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	a806bb536bb323665baff7cd1223f2b272a2d4717ab4f9b12361086daae5df3e	netty-codec-4.1.110.Final.jar | netty-codec-4.1.110.Final.pom
io.netty:netty-codec:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	19cded267a070dff1abc9d029b552fad262acc1aba5c6c67b2278fca113a26ab	netty-codec-4.1.93.Final.jar | netty-codec-4.1.93.Final.pom
io.netty:netty-codec-http:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	51ae990af14a321db6d3d6884b917b7d4363eb60dddc0f1493b18021a142e7ad	netty-codec-http-4.1.110.Final.jar | netty-codec-http-4.1.110.Final.pom
io.netty:netty-codec-http:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	a3dafff071b6d284e8063d96843de2bb83cf3b889eae0cc9e0adb64a57a31b82	netty-codec-http-4.1.93.Final.jar | netty-codec-http-4.1.93.Final.pom
io.netty:netty-codec-http2:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	29d2f6c26c3cca9fe8393671707fe8ef9c3e31020a2dfe06b82c426499c25837	netty-codec-http2-4.1.110.Final.jar | netty-codec-http2-4.1.110.Final.pom
io.netty:netty-codec-http2:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	084433b42d541f7ac4b59287dd253285cfda3a3d65de72e7368bb7ec3d367271	netty-codec-http2-4.1.93.Final.jar | netty-codec-http2-4.1.93.Final.pom
io.netty:netty-codec-socks:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	ffe57b316191dd4f96bee66c5709c13cbdb4ecab085c010c8db0c6aa809abf6c	netty-codec-socks-4.1.110.Final.jar | netty-codec-socks-4.1.110.Final.pom
io.netty:netty-codec-socks:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	8cd816ed991a946041bab4cb24bd9c8e41ee0692512511f2d83cef538eb605d7	netty-codec-socks-4.1.93.Final.jar | netty-codec-socks-4.1.93.Final.pom
io.netty:netty-common:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	7d417f5335304dae1ea08a06586038c83fe8ad84c1d35baa15ed11921cef7920	netty-common-4.1.110.Final.jar | netty-common-4.1.110.Final.pom
io.netty:netty-common:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	42d883b13eb38cabf549616462c5f331f5333bf0c8fc9215744f83c0180a4f6b	netty-common-4.1.93.Final.jar | netty-common-4.1.93.Final.pom
io.netty:netty-handler:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	4d43c13d14f5635a2f8b0d5094d7a31c509ee0f52c724eba0ef30cffe3ea1555	netty-handler-4.1.110.Final.jar | netty-handler-4.1.110.Final.pom
io.netty:netty-handler:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	84a1525cac0b4759efaef2997a47fe19b9b5642f9273fa0fd58a2e76c7a059fe	netty-handler-4.1.93.Final.jar | netty-handler-4.1.93.Final.pom
io.netty:netty-handler-proxy:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	c613cb4e7e06f42efa31db8d8b2a339ed8bf41f00c46d38d0909a4c06c656dcf	netty-handler-proxy-4.1.110.Final.jar | netty-handler-proxy-4.1.110.Final.pom
io.netty:netty-handler-proxy:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	6dc50da0e67f597812874f81eaa45404f7d076b8199ea9088932a85c1b610245	netty-handler-proxy-4.1.93.Final.jar | netty-handler-proxy-4.1.93.Final.pom
io.netty:netty-parent:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	685adaf373666fc15427c810f8aff3a4fe194a97c7ed74b69d07c548f0d42f1c	netty-parent-4.1.110.Final.pom
io.netty:netty-parent:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	b109cb76f375fedb8a9ef75ac58063170deb7ea2ddd024f466fef6dc65cdfcee	netty-parent-4.1.93.Final.pom
io.netty:netty-resolver:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	655f34192e8c7618b3c5a79e488e4daa35def41b0d16d45fa36523c3b4c9f641	netty-resolver-4.1.110.Final.jar | netty-resolver-4.1.110.Final.pom
io.netty:netty-resolver:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	5b350c3c91e9e55d29cbe68cfe4ef2116cc1f0328677ebf9f615bab7082c79f4	netty-resolver-4.1.93.Final.jar | netty-resolver-4.1.93.Final.pom
io.netty:netty-transport:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	30f5da0e7646f1840d632f88615c8b9d8205499d68559b9c4547b3b04a0683cd	netty-transport-4.1.110.Final.jar | netty-transport-4.1.110.Final.pom
io.netty:netty-transport:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	0dd62a0eb3cb1ea001a4d0426e4f5c08df1c70d9265675bffa5c583613422d43	netty-transport-4.1.93.Final.jar | netty-transport-4.1.93.Final.pom
io.netty:netty-transport-native-unix-common:4.1.110.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.110.Final	ea18ce04c9a97ac0c51f4e397b185229fd95997e90b11339adcf7c51946d53d8	netty-transport-native-unix-common-4.1.110.Final.jar | netty-transport-native-unix-common-4.1.110.Final.pom
io.netty:netty-transport-native-unix-common:4.1.93.Final	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0	io.netty:netty-parent:4.1.93.Final	15bc25b67ff0a49272b270ef2b8cffd620057ca16cb29dff7ad5661adca2ae12	netty-transport-native-unix-common-4.1.93.Final.jar | netty-transport-native-unix-common-4.1.93.Final.pom
io.opencensus:opencensus-api:0.31.0	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	io.opencensus:opencensus-api:0.31.0	9b479591e7c3e0ab45381fa043a91657815bdd8c3593af010c7ac36f4c905919	opencensus-api-0.31.0.jar | opencensus-api-0.31.0.pom
io.opencensus:opencensus-proto:0.2.0	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	io.opencensus:opencensus-proto:0.2.0	b7087907920fc8a81534686b2f1a2b331127af97f015abbdb3786a51f3fa1e52	opencensus-proto-0.2.0.jar | opencensus-proto-0.2.0.pom
io.perfmark:perfmark-api:0.26.0	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.perfmark:perfmark-api:0.26.0	7edee48616e17b61297eae3a82eb483a85e56d2567929378aa46f30a950322da	perfmark-api-0.26.0.jar | perfmark-api-0.26.0.module
io.perfmark:perfmark-api:0.27.0	Apache 2.0	https://opensource.org/licenses/Apache-2.0	io.perfmark:perfmark-api:0.27.0	22c175c2c1823667630c84e73225767f5970492d8e6cbffb81a6575dba472d26	perfmark-api-0.27.0.jar | perfmark-api-0.27.0.module
jakarta.activation:jakarta.activation-api:1.2.1	EDL 1.0	http://www.eclipse.org/org/documents/edl-v10.php	com.sun.activation:all:1.2.1	42585cb07dda7f23aa04eb5e0940061944a246a67ad3d16942fbe569ff03cd31	jakarta.activation-api-1.2.1.jar | jakarta.activation-api-1.2.1.pom
jakarta.inject:jakarta.inject-api:2.0.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	jakarta.inject:jakarta.inject-api:2.0.1	e7fd7232e96307a575b2494c9367d68cf43ec98244aace3ccc23e1773ffa6fda	jakarta.inject-api-2.0.1.jar | jakarta.inject-api-2.0.1.pom
jakarta.xml.bind:jakarta.xml.bind-api:2.3.2	Eclipse Distribution License - v 1.0	http://www.eclipse.org/org/documents/edl-v10.php	jakarta.xml.bind:jakarta.xml.bind-api-parent:2.3.2	b537b388dbab4cc0690b9d2fb0c74124d672531734567acf6e53130eab131ad6	jakarta.xml.bind-api-2.3.2.jar | jakarta.xml.bind-api-2.3.2.pom
jakarta.xml.bind:jakarta.xml.bind-api-parent:2.3.2	Eclipse Distribution License - v 1.0	http://www.eclipse.org/org/documents/edl-v10.php	jakarta.xml.bind:jakarta.xml.bind-api-parent:2.3.2	15a55b7d537c9f9970aead28d2af97c059f65ff6102f76bbd29f1247dd8a6dfb	jakarta.xml.bind-api-parent-2.3.2.pom
javax.annotation:javax.annotation-api:1.3.2	CDDL + GPLv2 with classpath exception	https://github.com/javaee/javax.annotation/blob/master/LICENSE	javax.annotation:javax.annotation-api:1.3.2	46a4a251ca406e78e4853d7a2bae83282844a4992851439ee9a1f23716f06b97	javax.annotation-api-1.3.2.jar | javax.annotation-api-1.3.2.pom
javax.inject:javax.inject:1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	javax.inject:javax.inject:1	943e12b100627804638fa285805a0ab788a680266531e650921ebfe4621a8bfa	javax.inject-1.jar | javax.inject-1.pom
junit:junit:4.13.2	Eclipse Public License 1.0	http://www.eclipse.org/legal/epl-v10.html	junit:junit:4.13.2	569b6977ee4603c965c1c46c3058fa6e969291b0160eb6964dd092cd89eadd94	junit-4.13.2.jar | junit-4.13.2.pom
net.java:jvnet-parent:3	No explicit POM license; metadata-only review required		net.java:jvnet-parent:3	30f5789efa39ddbf96095aada3fc1260c4561faf2f714686717cb2dc5049475a	jvnet-parent-3.pom
net.java.dev.jna:jna:5.6.0	LGPL, version 2.1 | Apache License v2.0	http://www.gnu.org/licenses/licenses.html | http://www.apache.org/licenses/LICENSE-2.0.txt	net.java.dev.jna:jna:5.6.0	5fe81b0255978f24616d37b10608b79498a5f3073e1d9b2038d8736a831f2608	jna-5.6.0.jar | jna-5.6.0.pom
net.java.dev.jna:jna-platform:5.6.0	LGPL, version 2.1 | Apache License v2.0	http://www.gnu.org/licenses/licenses.html | http://www.apache.org/licenses/LICENSE-2.0.txt	net.java.dev.jna:jna-platform:5.6.0	1beb35cb4184e6c906a7e32eaebd852dd3da0a263962e99134ab945832394e28	jna-platform-5.6.0.jar | jna-platform-5.6.0.pom
net.sf.jopt-simple:jopt-simple:4.9	The MIT License	http://www.opensource.org/licenses/mit-license.php	net.sf.jopt-simple:jopt-simple:4.9	7af7e2d8b24b4798f04c2b7da24c9fbd1b7557b4e017c2054481565916079092	jopt-simple-4.9.jar | jopt-simple-4.9.pom
net.sf.kxml:kxml2:2.3.0	BSD style | Public Domain	http://kxml.cvs.sourceforge.net/viewvc/kxml/kxml2/license.txt?view=markup | http://creativecommons.org/licenses/publicdomain	net.sf.kxml:kxml2:2.3.0	31ce606f4e9518936299bb0d27c978fa61e185fd1de7c9874fe959a53e34a685	kxml2-2.3.0.jar | kxml2-2.3.0.pom
org.apache:apache:13	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:13	ff513db0361fd41237bef4784968bc15aae478d4ec0a9496f811072ccaf3841d	apache-13.pom
org.apache:apache:18	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:18	7831307285fd475bbc36b20ae38e7882f11c3153b1d5930f852d44eda8f33c17	apache-18.pom
org.apache:apache:21	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:21	af10c108da014f17cafac7b52b2b4b5a3a1c18265fa2af97a325d9143537b380	apache-21.pom
org.apache:apache:23	Apache License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:23	bc10624e0623f36577fac5639ca2936d3240ed152fb6d8d533ab4d270543491c	apache-23.pom
org.apache:apache:31	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:31	555d0c9eaa69c042aff924927b9381e8f8174136d355eead445224452e6291cc	apache-31.pom
org.apache:apache:32	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.apache:apache:32	cfd872c0ec27f53ae68f43dbc0fecded8add773079a53afbd390e407b42ce72f	apache-32.pom
